numero;b1;b2;b3;b4;b5;i1;i2;i3;i4;i5;n1;n2;n3;n4;n5;g1;g2;g3;g4;g5;o1;o2;o3;o4;o5
4525;12;8;4;14;7;27;28;29;18;30;40;32;0;45;42;49;46;54;56;48;65;73;72;63;66
4526;12;6;14;5;1;24;25;28;22;20;32;33;0;43;37;52;51;57;58;50;75;65;67;72;73
4527;5;1;2;12;9;19;17;25;18;26;32;31;0;42;41;49;48;58;50;53;63;69;75;72;61
4528;9;12;2;6;4;17;28;22;19;29;38;42;0;45;40;47;55;58;46;48;74;72;66;75;73
4529;7;2;15;8;14;30;20;16;21;24;36;43;0;38;44;51;55;50;49;59;68;73;61;63;69
4530;5;2;9;1;6;22;25;27;28;24;33;42;0;39;34;58;48;60;53;50;68;65;73;75;74
4531;1;7;15;14;2;17;21;16;24;22;43;45;0;38;39;46;50;52;54;60;66;70;73;68;61
4532;5;1;10;15;6;25;18;26;21;23;31;32;0;44;37;57;46;59;58;55;73;71;67;64;65
4533;9;6;1;7;3;26;18;23;21;30;38;34;0;39;37;52;53;51;57;58;64;67;74;61;73
4534;13;7;12;14;4;27;28;29;18;23;33;35;0;42;45;54;58;52;48;55;66;62;65;72;63
4535;15;13;10;2;14;16;17;21;28;24;33;44;0;39;35;48;49;56;57;52;66;71;62;61;67
4536;9;14;12;6;2;23;24;22;27;29;35;36;0;34;43;48;47;51;54;46;70;64;66;72;75
4537;9;8;4;14;5;26;30;22;25;28;44;43;0;34;31;46;56;47;54;53;73;70;72;65;67
4538;6;2;12;13;8;25;26;17;18;23;39;43;0;44;40;58;56;52;59;55;71;62;63;70;72
4539;11;4;7;13;10;30;24;20;23;29;35;38;0;42;34;56;53;50;58;54;69;61;64;74;70
4540;11;10;4;14;2;22;16;26;27;25;41;40;0;43;44;60;48;49;51;56;68;65;74;71;69
4541;8;15;2;14;11;22;30;25;26;17;44;33;0;39;45;49;48;57;53;54;72;74;75;69;73
4542;15;11;4;3;5;18;29;17;19;26;45;37;0;34;31;47;60;58;49;54;70;74;65;73;72
4543;6;5;2;11;13;16;27;24;25;18;33;37;0;45;39;58;49;53;52;48;63;70;74;68;65
4544;13;11;9;5;6;24;22;23;29;27;37;39;0;40;41;46;49;55;57;48;63;71;65;75;61
4545;13;9;7;15;2;25;30;27;23;19;42;36;0;39;45;57;51;49;54;59;65;62;68;71;73
4546;7;15;4;1;5;24;21;16;25;19;41;35;0;32;45;53;46;52;58;55;72;61;66;65;75
4547;6;5;7;15;8;20;26;25;21;24;32;38;0;37;36;58;59;56;54;49;73;68;63;69;62
4548;5;15;1;9;2;30;24;18;29;20;32;42;0;44;31;56;60;50;57;48;62;75;64;71;63
4549;4;9;14;13;5;20;30;18;19;22;34;39;0;37;36;49;56;53;48;50;67;65;71;74;69
4550;4;5;1;6;7;19;30;25;23;16;32;33;0;40;37;54;51;53;60;58;72;74;63;75;62
4551;7;14;9;5;11;25;27;28;30;23;36;45;0;41;38;49;50;57;52;46;62;65;66;68;61
4552;11;15;3;5;14;22;20;16;30;19;43;41;0;44;34;50;53;52;59;55;65;66;74;69;70
4553;2;13;11;6;1;27;17;30;21;19;34;45;0;43;39;54;51;59;50;46;75;63;61;65;67
4554;6;1;12;15;3;30;26;22;25;24;40;34;0;41;35;46;56;58;59;51;62;67;61;73;74
4555;9;2;6;11;5;21;27;17;30;25;31;42;0;45;38;56;46;57;59;58;66;70;62;75;67
4556;13;11;10;5;9;24;23;26;29;25;45;31;0;40;34;59;49;60;57;55;69;72;73;61;71
4557;11;1;6;5;12;29;19;20;18;16;34;43;0;40;45;50;46;54;47;51;68;71;62;73;63
4558;13;4;9;1;14;26;28;19;25;20;35;33;0;41;38;56;57;48;51;50;61;73;70;67;69
4559;5;4;10;1;8;18;27;26;19;28;31;37;0;32;34;55;58;47;53;60;63;72;66;68;74
4560;15;3;4;6;10;21;28;25;29;24;35;38;0;37;31;50;53;48;54;47;61;73;67;62;65
4561;5;12;4;3;8;29;24;17;19;21;37;32;0;42;40;55;56;51;54;49;63;61;75;64;71
4562;9;4;6;11;10;22;29;25;24;26;39;41;0;44;45;54;52;51;60;49;72;71;69;73;67
4563;14;2;8;6;3;17;21;29;20;24;37;40;0;41;38;48;56;50;54;53;68;65;63;72;75
4564;7;5;6;3;10;20;28;29;30;18;33;42;0;35;36;49;55;50;60;57;63;75;74;69;61
4565;14;8;2;3;10;29;23;27;19;22;31;45;0;34;35;54;53;57;56;60;65;64;70;69;66
4566;9;7;10;1;11;23;20;17;27;21;42;37;0;41;38;52;58;55;50;49;62;69;66;74;67
4567;11;5;1;4;7;25;20;19;24;16;39;35;0;45;34;59;58;47;51;53;72;66;68;64;65
4568;4;5;8;12;11;23;21;26;29;17;36;38;0;45;43;54;58;59;53;46;67;75;74;72;71
4569;9;11;12;10;5;18;26;27;24;16;39;45;0;43;35;58;55;56;52;49;69;64;61;65;67
4570;6;14;15;3;10;25;24;23;29;26;31;34;0;33;39;59;51;48;53;50;63;67;64;75;70
4571;3;11;7;6;2;19;20;27;24;30;40;33;0;43;32;49;50;59;57;52;68;69;62;71;66
4572;10;1;15;4;13;27;26;17;18;16;34;35;0;32;42;56;60;49;51;54;61;68;72;67;74
4573;12;5;15;13;8;16;17;20;24;30;33;35;0;31;37;46;57;49;58;56;72;65;62;75;68
4574;6;4;1;12;9;27;20;22;23;28;40;36;0;33;44;54;46;48;60;56;70;73;68;75;64
4575;2;3;11;8;4;20;17;21;22;28;35;41;0;39;43;53;49;50;60;55;64;61;68;75;63
4576;2;14;8;4;5;22;30;27;24;17;41;34;0;44;32;53;51;56;46;57;69;64;67;73;65
4577;4;2;11;7;8;17;25;28;19;20;43;37;0;35;36;56;58;53;48;52;69;68;62;71;66
4578;8;4;5;14;1;28;20;19;18;22;32;35;0;34;37;56;49;54;48;46;64;65;66;72;70
4579;4;5;1;11;3;25;20;21;18;24;40;42;0;32;43;57;46;53;59;60;73;63;71;68;75
4580;7;1;8;3;11;27;29;28;19;20;34;32;0;40;39;47;59;50;52;55;70;67;75;63;65
4581;9;11;4;1;2;24;21;26;30;28;42;44;0;34;41;49;47;59;53;50;66;68;74;75;67
4582;7;1;5;12;2;17;24;16;23;30;35;45;0;42;36;46;47;58;59;57;61;71;69;64;70
4583;3;9;12;7;6;27;19;29;18;20;33;38;0;39;32;52;60;56;47;46;69;72;68;64;65
4584;6;7;5;15;10;19;21;17;28;22;35;38;0;33;41;53;55;51;49;54;72;73;74;68;65
4585;13;5;8;14;12;17;22;20;23;24;33;37;0;31;42;54;55;46;60;53;61;71;75;62;70
4586;5;13;8;7;9;25;21;22;26;17;39;42;0;44;38;57;59;56;52;53;69;72;62;63;71
4587;1;6;12;9;11;24;23;18;25;16;45;33;0;36;40;56;47;46;57;60;64;72;71;68;62
4588;10;14;6;2;8;18;27;17;22;21;40;41;0;33;38;53;49;51;57;55;70;65;62;69;73
4589;2;1;15;11;14;16;26;27;24;23;33;38;0;36;32;48;52;57;58;56;69;66;70;61;72
4590;12;4;1;2;5;22;28;24;20;30;39;31;0;36;33;59;57;46;56;60;68;73;75;67;71
4591;11;4;1;13;5;23;19;21;16;25;33;37;0;32;38;55;46;47;49;54;67;72;69;68;61
4592;2;1;12;11;9;30;22;21;24;27;36;45;0;39;31;47;56;60;50;55;61;64;66;68;62
4593;14;7;6;2;11;23;29;21;22;18;34;31;0;35;40;51;58;52;55;48;70;62;64;67;75
4594;12;2;13;15;6;27;17;24;26;28;32;34;0;44;38;56;58;53;60;59;67;72;68;64;73
4595;8;9;14;15;13;22;23;30;19;26;36;40;0;45;37;48;46;59;54;56;62;66;67;70;75
4596;15;4;1;14;11;25;20;23;28;18;39;31;0;36;40;48;58;60;59;53;71;73;75;66;65
4597;14;8;3;15;11;20;27;16;26;22;45;33;0;32;40;52;56;54;50;58;72;63;64;74;62
4598;4;2;14;5;8;21;23;19;29;20;35;40;0;39;32;60;59;47;51;53;69;62;71;65;63
4599;5;11;15;3;6;27;19;26;16;22;39;35;0;31;37;46;52;57;56;47;62;67;64;63;66
4600;6;7;14;12;13;22;28;29;19;20;35;33;0;34;44;47;58;56;52;54;73;63;71;75;72
4601;15;8;10;7;6;21;27;18;25;20;37;33;0;32;38;49;55;59;56;53;66;68;61;72;70
4602;5;9;15;3;1;17;21;25;22;16;32;31;0;41;35;50;56;52;60;58;74;67;71;61;62
4603;13;7;2;15;3;26;24;28;19;30;33;44;0;35;42;60;58;55;51;59;75;65;71;68;72
4604;10;3;12;6;8;30;19;21;28;23;34;40;0;31;39;58;46;53;54;55;63;73;61;68;75
4605;9;1;7;14;13;23;22;28;16;19;39;38;0;44;35;53;46;51;49;57;66;68;64;61;75
4606;6;5;9;13;8;26;25;21;16;24;38;45;0;40;33;56;46;52;60;59;66;63;67;72;68
4607;10;15;4;1;3;26;17;28;19;16;36;38;0;45;33;49;58;47;55;59;61;66;65;63;73
4608;6;9;1;8;2;21;26;18;17;25;39;42;0;43;36;51;59;46;60;54;62;74;73;67;71
4609;4;8;15;10;2;17;22;21;27;16;43;39;0;34;32;53;59;57;49;55;70;63;71;64;69
4610;7;6;8;13;14;16;20;26;18;25;38;44;0;40;31;49;52;50;56;46;61;64;62;66;75
4611;7;9;6;4;12;21;26;28;23;19;45;35;0;32;33;60;49;46;57;53;74;62;66;64;61
4612;11;10;4;13;3;18;24;21;23;22;35;31;0;38;34;51;48;58;57;53;65;62;73;75;74
4613;5;8;3;1;15;27;23;22;17;30;43;45;0;38;32;53;48;56;57;55;67;73;69;62;66
4614;15;1;4;8;3;28;21;19;30;27;34;37;0;42;43;55;46;54;48;50;61;62;68;66;75
4615;12;9;3;11;4;18;20;16;28;30;32;42;0;31;34;57;59;52;54;53;66;61;73;62;67
4616;10;14;15;3;7;28;23;19;24;25;36;37;0;45;39;49;53;56;60;47;75;69;67;70;62
4617;10;13;4;7;1;17;22;25;29;21;32;33;0;45;34;49;48;50;54;47;70;66;69;73;71
4618;2;13;5;10;3;26;19;30;17;20;35;39;0;44;41;58;50;52;54;59;65;70;62;63;64
4619;6;2;11;4;14;30;26;21;29;19;42;39;0;35;38;51;47;55;59;52;74;75;70;65;71
4620;6;4;14;11;9;26;21;18;17;23;31;34;0;42;37;48;50;49;47;58;73;75;67;71;66
4621;5;12;15;3;9;26;22;27;30;29;41;39;0;37;35;52;47;51;49;59;63;65;73;64;71
4622;13;1;7;11;8;21;18;30;16;17;43;33;0;41;42;53;50;56;59;52;63;67;70;66;75
4623;4;3;15;8;7;17;23;22;24;28;38;43;0;44;45;51;55;47;58;56;70;73;75;62;71
4624;10;7;6;2;15;21;22;23;17;24;38;40;0;35;42;59;56;48;46;52;68;66;72;61;71
4625;6;3;14;15;11;28;25;27;18;22;37;32;0;44;41;54;56;52;49;59;62;64;72;71;73
4626;10;8;9;7;3;23;16;24;21;19;34;42;0;32;31;54;51;58;52;50;71;69;74;73;61
4627;12;7;11;13;5;24;17;28;16;27;32;43;0;37;34;50;52;57;54;60;70;65;69;63;71
4628;1;5;7;10;13;23;28;25;16;17;42;38;0;31;33;55;59;54;48;47;68;66;72;75;70
4629;2;7;15;13;8;29;23;25;30;28;32;43;0;36;39;49;58;46;55;52;71;63;73;61;72
4630;12;3;7;9;15;19;16;22;21;27;45;31;0;42;44;51;60;47;55;58;72;61;69;68;64
4631;13;5;11;3;9;19;16;17;29;21;38;41;0;34;31;48;49;56;46;50;72;63;70;74;67
4632;14;6;15;5;9;29;20;19;26;23;40;41;0;32;44;56;54;57;58;52;67;62;68;71;65
4633;10;15;2;8;3;25;24;26;29;18;38;32;0;42;41;53;52;46;48;58;75;64;70;74;65
4634;8;5;10;6;7;24;28;21;17;30;34;36;0;44;42;56;50;52;48;49;65;69;63;72;67
4635;4;13;9;15;6;21;18;17;25;23;31;36;0;37;33;60;56;48;51;50;72;66;70;63;64
4636;14;5;6;12;2;29;19;30;21;17;33;39;0;40;37;51;47;50;58;53;75;74;71;70;61
4637;8;13;10;6;2;20;22;27;30;16;38;31;0;41;34;53;50;48;56;51;70;75;62;71;64
4638;10;9;14;3;2;29;17;16;28;20;44;45;0;40;36;46;49;50;52;47;73;64;67;68;62
4639;12;8;2;10;3;17;20;23;21;18;32;31;0;37;39;56;58;53;46;54;61;68;75;71;74
4640;8;15;14;4;5;29;28;30;16;20;34;42;0;38;32;53;48;46;57;60;71;73;64;62;65
4641;9;10;8;11;13;27;19;17;20;18;41;43;0;32;35;51;54;47;46;60;67;70;73;75;65
4642;10;15;14;2;4;17;19;23;24;18;36;43;0;44;31;47;48;58;52;49;74;62;75;72;71
4643;8;14;15;6;1;19;27;20;18;30;41;39;0;35;43;58;57;56;53;48;67;69;70;62;65
4644;5;8;2;6;15;18;25;28;17;20;31;39;0;37;42;48;55;47;49;54;63;68;61;67;62
4645;5;3;13;8;4;23;22;26;21;24;40;44;0;35;32;53;46;49;59;54;66;65;63;67;75
4646;15;12;7;3;8;17;27;22;16;24;32;35;0;31;41;48;52;60;55;57;67;75;74;61;73
4647;2;6;13;9;15;20;21;25;16;27;34;36;0;40;35;52;60;57;50;48;64;62;63;67;68
4648;6;14;2;10;9;17;18;23;27;19;33;42;0;32;43;59;50;54;47;55;69;73;63;67;70
4649;6;2;9;7;8;21;20;22;23;28;38;45;0;43;31;55;54;50;57;46;64;68;62;71;70
4650;11;6;3;4;14;23;16;19;28;17;41;31;0;33;43;48;49;46;60;59;63;67;61;73;75
4651;6;7;8;14;5;20;25;18;16;22;45;37;0;42;38;48;53;46;50;60;71;73;74;70;69
4652;13;14;3;10;2;24;28;30;18;27;35;37;0;44;38;58;52;49;56;48;63;66;74;65;67
4653;12;15;10;13;6;24;22;27;28;19;33;39;0;35;44;46;54;52;60;47;74;69;68;61;70
4654;12;4;6;9;7;29;28;30;18;17;31;40;0;43;38;49;50;60;51;55;69;65;70;75;72
4655;15;9;3;1;6;19;18;26;28;25;42;43;0;38;32;58;51;48;53;60;62;64;75;68;63
4656;3;2;8;10;12;21;27;19;23;16;33;35;0;32;43;59;53;46;55;60;67;63;70;65;69
4657;12;9;1;8;15;17;16;22;29;20;44;39;0;35;41;46;59;48;56;54;62;67;68;65;73
4658;9;6;14;8;12;21;17;28;24;30;34;41;0;42;40;58;47;53;57;55;69;72;64;71;74
4659;15;6;11;8;4;24;18;23;29;22;35;33;0;41;32;54;58;50;56;49;71;66;61;65;62
4660;3;7;8;6;10;30;23;28;21;18;34;40;0;32;45;48;53;51;57;46;68;64;74;62;72
4661;11;12;7;6;1;28;19;17;29;26;37;44;0;38;36;56;46;60;52;54;65;63;68;75;66
4662;10;12;13;15;11;19;26;17;28;23;31;41;0;36;33;60;51;46;57;48;68;62;75;73;67
4663;7;1;3;10;6;22;27;25;30;26;37;45;0;38;33;48;49;53;52;51;73;69;74;68;71
4664;4;6;15;13;7;21;23;28;24;30;34;43;0;39;31;46;50;47;52;57;63;74;67;70;73
4665;14;5;12;13;15;28;16;22;30;21;34;35;0;43;36;58;48;54;59;47;73;66;72;71;75
4666;10;3;4;12;14;25;30;23;18;22;36;41;0;32;45;58;47;56;46;54;72;63;68;74;75
4667;13;1;3;6;4;30;25;22;24;18;39;43;0;33;44;54;57;48;50;46;64;62;66;75;69
4668;1;5;10;4;15;20;17;26;22;28;32;35;0;31;33;59;56;55;48;50;75;70;64;68;61
4669;13;15;5;8;7;21;30;16;27;18;37;44;0;33;39;50;57;58;56;49;67;65;62;74;63
4670;6;4;1;14;15;26;18;22;20;17;31;36;0;33;37;53;59;56;51;52;74;64;63;71;75
4671;8;11;10;3;15;26;16;29;22;21;37;33;0;36;41;49;52;54;55;56;68;65;66;73;63
4672;12;1;8;3;10;18;17;28;20;22;33;34;0;35;39;46;53;55;47;51;69;75;64;67;62
4673;6;9;13;11;2;16;18;23;20;30;43;44;0;33;32;47;56;55;51;48;67;75;71;62;68
4674;8;13;9;6;11;16;28;21;23;27;43;32;0;38;40;52;50;46;56;51;69;73;71;70;64
4675;14;12;2;6;1;16;23;22;24;21;40;45;0;42;38;46;52;55;59;54;71;69;73;75;68
4676;13;8;9;11;15;24;27;17;23;26;36;37;0;43;42;55;57;56;50;52;69;62;63;68;64
4677;4;1;9;7;15;17;29;26;25;21;45;36;0;35;34;58;51;60;53;59;74;67;64;61;71
4678;2;3;13;5;8;22;25;19;21;26;45;37;0;31;41;53;54;46;58;56;68;74;61;69;66
4679;12;2;15;11;9;20;16;17;19;23;31;36;0;44;45;54;53;48;60;50;65;74;64;63;73
4680;15;11;1;5;10;18;22;16;19;25;39;32;0;31;40;60;51;46;53;56;62;68;73;67;64
4681;2;13;11;8;14;23;30;18;25;29;34;43;0;32;42;47;57;50;53;55;69;74;71;75;65
4682;6;2;4;15;3;22;19;26;18;16;40;41;0;34;36;58;47;50;52;59;65;67;68;61;63
4683;10;4;12;3;9;20;26;18;22;27;31;32;0;34;42;50;49;51;54;52;61;71;70;73;67
4684;14;1;5;4;8;26;17;27;18;20;32;43;0;35;39;46;54;49;60;58;69;73;65;67;75
4685;13;6;4;1;8;25;24;21;28;16;40;39;0;44;38;54;48;57;59;53;70;62;74;75;67
4686;1;12;5;7;3;25;29;19;16;20;38;44;0;33;40;57;52;47;58;60;65;62;74;70;61
4687;12;8;6;2;15;20;29;21;19;24;31;44;0;43;38;53;57;46;52;56;71;68;69;72;64
4688;8;7;12;3;9;26;23;20;17;29;33;42;0;45;35;52;55;48;59;57;67;75;63;72;68
4689;4;14;1;15;9;26;17;24;29;22;32;34;0;41;37;58;50;54;52;59;69;64;74;66;63
4690;3;5;8;14;1;17;21;22;24;16;39;41;0;33;38;52;56;49;54;47;69;66;74;62;68
4691;9;13;5;8;4;21;29;25;19;28;40;39;0;36;31;55;48;50;58;57;71;62;67;70;66
4692;14;5;6;7;9;26;19;24;28;23;43;36;0;34;32;57;46;51;50;54;66;74;71;64;67
4693;2;5;3;10;7;22;16;23;27;19;43;42;0;34;39;57;47;46;59;53;62;74;75;64;69
4694;10;11;4;1;15;25;16;28;27;20;37;43;0;40;45;52;54;49;57;58;75;61;69;71;67
4695;13;2;10;11;8;16;18;25;20;21;36;45;0;33;41;58;51;46;50;49;61;68;72;71;69
4696;3;2;13;7;11;21;18;23;29;16;41;43;0;44;34;57;55;51;59;53;73;63;69;64;72
4697;9;4;3;7;14;27;20;29;19;26;39;31;0;42;33;56;58;52;59;46;67;68;65;74;63
4698;4;14;7;6;13;28;16;24;22;20;43;34;0;31;41;54;60;51;55;57;68;69;73;65;74
4699;10;12;5;7;8;26;19;30;22;23;36;40;0;39;31;53;54;48;58;56;70;72;71;68;75
4700;2;1;6;4;11;18;20;26;25;16;42;41;0;44;43;48;55;58;54;53;63;61;62;69;65
4701;2;10;6;15;12;18;17;22;26;19;45;32;0;40;44;59;50;60;52;55;66;71;61;75;65
4702;1;7;8;14;11;17;29;28;21;19;43;40;0;32;42;52;57;48;49;47;64;70;68;62;72
4703;2;6;9;10;4;23;21;20;16;17;37;42;0;32;38;50;53;47;46;55;63;74;66;69;67
4704;4;13;14;3;15;26;20;28;22;29;44;37;0;36;31;47;46;51;52;58;64;73;68;70;63
4705;9;10;8;5;1;20;27;25;18;19;35;38;0;45;40;56;49;47;46;55;62;63;64;69;68
4706;9;5;3;2;8;19;27;25;18;21;41;42;0;40;44;48;53;51;47;59;69;64;61;63;62
4707;14;12;5;9;3;19;26;25;18;27;31;45;0;34;44;46;49;54;47;58;69;70;62;75;73
4708;9;2;10;3;7;21;27;29;30;25;34;32;0;37;31;55;52;56;49;58;63;75;70;71;73
4709;12;3;5;14;9;28;17;21;27;18;44;41;0;37;38;56;58;54;46;51;64;62;74;69;65
4710;13;1;14;9;4;28;20;24;29;26;31;44;0;43;42;56;51;57;52;49;64;63;65;69;62
4711;1;14;7;12;3;30;20;21;16;22;40;45;0;35;36;47;53;57;58;50;67;65;64;75;70
4712;13;10;3;14;6;24;20;29;22;17;32;38;0;43;39;48;46;54;56;53;66;70;75;69;68
4713;2;10;4;12;14;27;25;18;28;16;45;33;0;44;35;47;46;51;48;59;73;63;69;71;66
4714;15;10;1;14;3;24;19;27;22;28;32;34;0;36;41;51;55;59;57;48;70;71;74;63;61
4715;14;2;4;12;13;24;23;18;30;22;43;36;0;35;38;52;54;49;50;57;61;62;73;67;74
4716;9;1;10;15;8;28;29;30;24;20;39;36;0;40;33;46;58;59;55;48;71;66;72;74;64
4717;12;10;15;1;2;24;27;30;23;16;35;36;0;43;34;58;49;55;54;60;71;65;73;75;63
4718;9;10;14;11;1;19;21;25;27;16;36;43;0;38;34;46;60;53;57;50;62;67;75;69;73
4719;7;4;13;9;10;16;29;24;27;18;36;33;0;38;32;51;54;47;58;46;71;62;69;73;66
4720;10;2;12;9;6;29;21;17;30;16;35;40;0;44;33;48;60;59;46;54;75;68;74;66;61
4721;2;1;5;6;8;27;29;21;28;19;36;39;0;41;32;59;52;55;60;53;61;68;69;72;65
4722;12;3;14;4;13;25;17;26;24;28;45;34;0;37;32;56;55;49;50;58;70;61;64;75;65
4723;11;14;6;8;7;25;16;18;26;20;41;45;0;39;38;51;56;47;46;60;72;71;73;65;66
4724;3;1;15;2;12;17;30;24;26;23;31;38;0;35;33;59;46;50;54;60;65;70;72;67;66
4725;10;2;4;7;6;24;18;19;22;30;44;36;0;45;38;50;52;60;48;57;62;70;74;75;67
4726;9;5;12;3;10;21;22;26;29;17;43;38;0;37;40;53;54;50;56;55;68;64;70;65;72
4727;2;1;10;3;9;24;18;20;30;29;31;36;0;38;34;54;49;56;57;51;67;70;73;64;69
4728;15;7;4;11;8;29;19;27;30;24;33;32;0;37;42;54;53;55;56;59;64;62;67;71;75
4729;4;8;7;2;15;23;17;25;21;20;37;43;0;34;42;52;54;51;60;50;71;70;65;61;73
4730;7;13;10;2;1;17;18;16;21;22;34;39;0;44;43;50;59;54;46;58;72;71;75;64;69
4731;8;7;4;1;15;24;29;16;18;25;41;38;0;42;43;46;57;56;60;53;62;72;71;66;67
4732;9;7;4;15;5;29;21;27;17;24;36;34;0;44;38;55;59;58;48;60;64;61;70;67;62
4733;1;13;10;5;15;17;18;25;29;27;34;36;0;33;38;53;49;58;55;60;73;68;75;71;67
4734;2;12;15;6;5;17;24;19;27;26;38;42;0;41;34;46;50;52;55;48;75;62;73;61;64
4735;5;12;13;3;14;22;19;30;28;21;44;39;0;34;38;57;58;47;51;53;63;64;72;74;65
4736;1;13;7;11;4;29;26;19;28;25;41;31;0;36;42;57;49;54;58;60;75;62;66;69;73
4737;12;9;5;1;7;17;27;16;21;20;41;34;0;45;44;52;50;47;57;59;64;74;69;73;65
4738;13;4;5;8;6;28;27;30;20;22;40;33;0;44;36;48;52;59;60;57;63;62;65;73;70
4739;1;6;13;2;7;27;18;16;23;25;34;45;0;33;44;50;46;47;58;51;67;62;70;74;64
4740;10;1;14;7;8;30;16;23;29;17;43;31;0;37;36;57;46;54;47;58;72;70;74;69;67
4741;11;12;1;4;7;24;18;16;30;25;31;35;0;39;40;59;48;60;50;52;70;61;63;64;62
4742;5;2;4;8;14;19;22;21;30;20;41;36;0;40;35;51;50;52;58;56;74;69;62;70;64
4743;6;11;15;5;14;19;27;21;26;20;39;41;0;34;43;48;51;47;50;59;66;74;62;64;68
4744;7;3;4;14;13;25;30;26;21;22;31;42;0;43;34;51;53;59;57;58;63;66;74;71;72
4745;4;11;9;10;8;26;27;17;23;22;39;42;0;43;45;51;60;53;47;54;75;71;65;66;64
4746;8;6;3;10;5;19;24;29;27;18;34;43;0;44;41;49;60;57;58;59;72;61;68;74;69
4747;2;6;9;1;10;21;18;20;30;28;37;34;0;42;38;58;48;57;54;60;70;69;73;64;63
4748;15;2;14;10;4;19;21;30;17;20;45;34;0;33;35;55;57;60;47;52;68;72;71;62;61
4749;12;8;6;1;3;24;25;23;16;20;33;44;0;35;42;59;51;49;46;52;69;67;62;70;63
4750;9;6;15;5;1;17;27;24;25;19;33;35;0;31;39;54;46;59;60;58;63;66;68;62;71
4751;5;14;11;4;10;25;16;17;21;28;39;35;0;43;34;47;55;57;52;59;72;64;67;68;66
4752;8;1;13;5;12;17;24;28;25;22;33;43;0;31;36;48;51;46;49;57;69;67;68;74;73
4753;11;1;5;4;7;24;28;20;30;18;45;33;0;37;40;51;52;48;60;47;73;70;74;66;69
4754;10;13;2;6;8;23;19;30;20;27;34;38;0;33;43;53;48;58;50;57;61;63;69;65;70
4755;2;1;9;4;12;20;16;23;28;22;41;44;0;38;40;54;57;60;59;49;64;65;63;72;66
4756;8;10;6;13;11;26;23;22;29;20;42;43;0;40;34;59;52;57;50;51;73;70;69;61;65
4757;12;11;1;14;3;25;22;24;29;27;45;36;0;44;32;50;55;57;56;58;75;66;62;70;61
4758;2;8;9;7;6;19;22;26;25;23;39;34;0;43;38;46;47;51;59;52;65;73;66;72;69
4759;1;11;12;5;10;18;28;25;17;21;36;38;0;41;31;52;58;54;53;47;65;61;69;73;66
4760;8;4;10;7;14;23;26;28;27;16;34;32;0;41;44;48;56;59;46;51;74;63;70;73;61
4761;6;5;7;2;9;20;22;21;23;19;40;43;0;36;45;55;53;46;47;54;70;63;61;65;75
4762;7;4;8;14;6;28;22;29;16;19;31;45;0;36;37;55;54;58;46;59;69;65;64;75;61
4763;14;3;13;6;2;24;18;29;23;26;34;42;0;31;39;49;54;56;50;51;74;62;67;64;63
4764;3;15;11;7;5;19;20;17;30;25;31;35;0;34;41;46;53;47;58;48;66;73;70;62;69
4765;11;4;12;15;7;24;28;23;30;25;36;38;0;33;43;46;51;49;52;55;66;75;62;69;70
4766;9;13;12;7;1;29;27;18;21;17;44;39;0;43;42;59;60;48;55;47;67;69;65;68;63
4767;7;4;15;13;9;17;29;23;18;20;37;31;0;38;34;59;57;48;47;50;72;64;75;70;63
4768;11;7;8;4;14;19;28;22;25;20;39;44;0;35;41;54;55;46;53;50;64;66;74;69;61
4769;12;15;14;9;11;26;29;22;27;28;37;39;0;41;40;49;48;58;53;57;71;67;72;75;69
4770;2;8;9;11;1;25;27;30;16;17;35;41;0;39;45;46;47;52;50;57;74;64;62;65;69
4771;1;4;9;6;2;29;16;26;22;21;36;35;0;45;39;60;58;47;57;51;74;71;68;64;67
4772;12;10;4;3;2;19;24;30;26;17;34;44;0;36;31;58;55;59;60;47;66;67;61;75;62
4773;12;3;8;1;15;24;29;18;23;21;43;33;0;35;34;55;49;53;57;46;67;65;63;64;69
4774;1;10;7;15;11;30;25;18;19;20;33;42;0;37;40;52;59;50;46;58;66;67;63;74;68
4775;12;15;10;9;3;21;20;18;19;25;40;43;0;34;37;48;52;60;46;50;70;64;75;66;65
4776;2;8;7;5;11;26;29;23;17;19;32;44;0;35;31;54;53;57;58;60;65;70;61;71;75
4777;2;8;13;4;9;23;19;21;25;16;33;37;0;32;42;58;47;46;55;57;65;70;67;71;62
4778;2;15;14;12;11;26;17;23;30;29;32;44;0;41;40;47;54;55;48;51;71;65;74;72;75
4779;12;2;4;15;13;28;16;22;20;27;43;41;0;36;31;55;56;50;46;57;75;64;61;73;68
4780;13;8;6;4;12;29;20;21;22;26;38;44;0;31;43;56;51;60;55;57;68;71;75;67;63
4781;1;6;4;8;11;25;27;16;29;28;38;34;0;32;39;51;55;53;57;50;63;69;74;67;70
4782;13;6;9;7;14;16;27;24;26;18;33;35;0;44;41;49;57;58;53;47;75;67;69;62;74
4783;8;1;14;2;13;18;16;25;21;30;43;37;0;31;33;53;50;57;46;58;69;66;74;71;75
4784;9;8;14;12;4;26;25;18;20;21;43;44;0;32;45;60;48;50;53;55;63;69;65;61;70
4785;14;10;11;6;5;17;22;23;19;24;36;44;0;33;38;59;48;56;51;54;70;66;67;64;68
4786;13;7;2;10;5;30;26;28;18;17;32;38;0;43;39;47;60;48;54;56;69;65;70;68;73
