numero;b1;b2;b3;b4;b5;i1;i2;i3;i4;i5;n1;n2;n3;n4;n5;g1;g2;g3;g4;g5;o1;o2;o3;o4;o5
2810;7;1;15;6;3;27;21;25;26;19;43;38;0;41;44;58;52;50;56;57;61;70;72;67;71
2811;10;7;3;13;1;18;28;17;19;21;41;44;0;31;43;53;59;60;56;55;65;63;61;71;64
2812;1;12;6;4;3;17;16;26;24;18;35;31;0;41;37;47;51;46;54;53;74;63;69;75;73
2813;9;1;13;2;10;22;19;30;18;23;38;34;0;33;41;51;54;55;53;48;62;63;67;70;69
2814;1;13;12;6;10;19;18;20;16;21;42;45;0;40;32;56;54;46;51;49;69;65;67;64;75
2815;14;8;13;9;1;27;25;19;21;30;42;31;0;41;45;57;53;52;55;51;61;63;68;64;67
2816;11;12;9;7;8;20;29;18;28;24;31;39;0;33;32;53;55;46;51;59;71;68;75;63;64
2817;2;5;8;14;7;26;21;23;25;22;40;32;0;42;44;51;60;47;59;53;64;73;70;61;69
2818;14;11;10;1;9;30;20;29;21;22;42;45;0;37;36;52;58;60;46;59;69;63;66;65;74
2819;13;8;1;10;7;17;16;21;29;22;40;38;0;44;39;48;59;53;47;57;66;72;67;61;69
2820;15;6;3;7;13;21;16;17;22;20;44;36;0;45;32;48;46;51;56;52;61;71;74;70;73
2821;14;7;11;10;2;23;25;20;22;21;43;41;0;44;36;52;50;54;57;51;72;71;69;75;68
2822;2;13;1;12;15;24;21;20;19;22;32;45;0;39;40;59;49;56;51;55;70;71;74;75;67
2823;12;13;1;3;9;30;17;21;19;29;34;45;0;40;37;50;51;54;53;56;71;68;61;70;65
2824;1;14;7;11;8;20;21;26;25;19;42;32;0;43;41;47;59;58;46;48;68;65;66;70;74
2825;6;4;11;10;13;21;16;18;29;28;32;31;0;35;44;49;47;46;60;57;71;75;70;61;74
2826;13;8;9;1;7;26;21;17;25;19;44;33;0;45;41;48;54;58;60;51;62;69;64;75;67
2827;15;14;10;13;3;25;17;26;16;21;37;35;0;34;45;50;51;47;49;57;69;70;65;61;68
2828;8;3;13;2;5;21;20;25;26;27;37;44;0;43;45;57;55;56;51;60;68;73;70;72;71
2829;2;3;1;4;13;26;16;21;25;19;39;36;0;44;31;59;48;55;46;54;71;62;74;61;73
2830;6;12;7;1;3;17;23;28;25;24;40;33;0;34;36;46;50;53;55;49;71;74;61;73;65
2831;3;6;5;7;10;20;28;19;16;17;33;31;0;32;44;51;55;60;47;46;72;73;67;74;70
2832;5;12;11;14;13;27;21;18;16;25;37;40;0;42;41;48;57;59;58;47;68;75;64;66;65
2833;14;9;7;2;11;29;20;23;28;22;44;45;0;42;41;59;53;54;56;57;70;69;64;67;66
2834;15;5;9;14;4;17;21;18;29;16;43;45;0;32;33;49;56;46;51;55;65;72;63;64;62
2835;9;5;8;11;12;21;23;28;26;25;41;44;0;31;38;50;51;54;47;59;63;74;67;64;75
2836;12;10;1;14;13;28;24;16;19;20;31;43;0;40;39;58;47;51;46;57;71;67;66;64;61
2837;7;11;2;8;15;20;24;27;21;26;31;33;0;35;45;49;48;53;58;55;66;75;73;72;70
2838;12;3;1;6;7;21;19;27;24;16;33;36;0;35;40;59;52;57;50;51;72;61;75;63;65
2839;15;6;4;10;5;17;24;27;26;19;44;43;0;45;32;51;48;49;47;58;75;65;63;72;64
2840;7;8;5;3;2;20;22;24;28;27;44;41;0;33;32;56;53;58;46;55;70;71;62;61;72
2841;12;11;4;15;1;30;27;25;22;20;43;34;0;41;45;49;51;50;57;58;71;70;65;67;61
2842;8;7;11;6;10;20;28;27;22;30;41;36;0;40;32;59;49;47;46;60;71;65;61;72;73
2843;7;8;6;4;15;28;26;23;21;27;34;43;0;41;42;54;60;58;49;47;61;70;65;68;71
2844;5;9;6;2;1;21;29;25;22;16;44;43;0;31;39;56;53;50;55;60;67;68;66;74;65
2845;13;15;7;9;5;23;20;22;21;24;34;39;0;44;35;53;59;51;48;46;72;61;75;69;71
2846;2;1;5;14;7;26;25;29;17;30;42;34;0;44;35;53;48;52;57;51;65;62;64;74;71
2847;8;13;3;7;15;25;19;26;16;20;31;45;0;37;42;54;60;59;58;49;61;68;74;64;71
2848;12;14;6;15;7;21;28;27;24;30;31;37;0;33;42;51;58;49;53;56;68;64;63;70;69
2849;8;13;14;11;10;24;22;29;27;26;35;38;0;36;37;52;54;48;51;50;67;61;65;72;62
2850;8;10;7;9;15;20;21;28;27;22;37;40;0;43;42;55;53;54;50;46;74;72;71;70;67
2851;5;6;3;8;2;22;17;16;20;27;38;40;0;32;33;52;49;53;47;55;64;61;71;66;75
2852;7;14;5;1;4;25;18;16;29;17;42;43;0;44;45;57;50;49;48;60;68;66;65;72;69
2853;1;3;15;14;13;25;21;24;16;19;38;36;0;42;39;57;55;50;49;54;72;66;71;70;74
2854;9;7;5;12;11;29;17;20;25;18;34;36;0;41;35;58;52;54;50;53;70;68;71;72;69
2855;6;5;8;15;14;22;20;25;21;16;44;31;0;41;32;60;49;51;52;59;71;65;67;74;64
2856;4;8;3;10;15;21;24;19;20;22;41;31;0;40;35;51;58;50;60;59;73;68;74;67;66
2857;4;11;3;6;12;20;16;17;23;27;43;38;0;34;37;59;48;51;47;46;73;68;72;71;69
2858;9;7;3;6;8;16;23;22;24;27;45;36;0;35;34;47;58;56;46;53;68;75;61;65;64
2859;13;5;1;3;7;29;18;17;22;27;42;40;0;41;35;58;51;57;54;46;61;72;74;73;63
2860;2;10;4;13;15;20;27;29;23;18;31;36;0;40;38;51;48;58;47;54;66;65;74;73;69
2861;5;3;12;13;4;17;16;22;21;20;38;43;0;34;31;53;50;49;59;57;69;74;73;63;68
2862;8;2;9;1;4;27;30;21;29;25;39;42;0;31;38;59;57;54;58;46;65;64;74;68;70
2863;4;12;6;10;11;22;29;18;19;21;44;32;0;38;31;50;51;47;46;49;75;63;73;66;65
2864;2;14;1;3;6;20;21;23;27;26;33;35;0;45;37;58;48;54;47;53;61;66;63;62;72
2865;9;14;8;1;10;17;21;27;26;16;31;39;0;35;38;57;51;60;53;55;70;72;71;73;67
2866;10;13;1;6;7;19;23;28;22;24;42;33;0;45;40;51;57;48;46;55;68;61;71;74;66
2867;3;11;5;2;15;25;16;29;28;19;44;41;0;38;37;51;59;58;53;50;65;71;67;68;70
2868;11;5;9;8;10;30;29;28;18;25;34;44;0;32;37;51;50;47;58;57;61;74;75;63;62
2869;10;12;9;14;8;27;25;29;17;16;33;43;0;42;37;49;58;48;56;51;69;71;68;75;61
2870;3;13;4;11;12;20;19;25;30;28;42;39;0;44;38;47;49;51;57;46;68;74;66;70;73
2871;13;10;5;1;12;20;28;26;27;18;36;32;0;43;37;57;52;59;51;49;69;61;67;75;66
2872;10;7;9;11;5;27;21;19;25;22;43;36;0;33;39;49;46;53;50;48;68;63;61;71;65
2873;9;5;7;6;2;16;23;20;21;18;42;40;0;41;39;54;46;53;52;51;67;65;68;71;69
2874;2;8;1;15;14;29;20;21;22;19;44;31;0;45;34;49;59;60;47;51;73;74;70;72;67
2875;15;10;9;13;11;19;18;21;27;29;38;31;0;45;40;46;59;52;49;55;61;69;72;62;74
2876;6;3;4;10;14;29;17;26;25;23;45;33;0;42;40;56;58;48;51;46;66;71;70;61;69
2877;15;11;1;6;2;18;23;29;30;28;45;39;0;44;33;47;51;55;49;46;75;63;62;69;74
2878;15;11;13;12;8;23;16;17;21;18;43;42;0;38;41;59;53;47;57;58;63;68;70;62;73
2879;5;1;4;6;14;28;25;24;20;21;40;41;0;36;38;51;59;60;49;55;71;61;70;64;68
2880;13;12;7;6;1;29;21;19;28;16;44;41;0;37;32;49;48;60;57;54;66;67;68;65;62
2881;3;15;13;14;11;30;20;23;19;29;37;42;0;33;41;55;46;49;50;56;66;70;73;68;61
2882;14;12;9;15;11;28;23;30;22;26;42;43;0;45;36;60;47;55;54;51;64;74;71;70;73
2883;10;14;8;15;5;22;27;16;20;26;44;38;0;45;32;51;46;49;47;56;70;67;66;69;68
2884;4;3;6;14;2;26;21;19;18;27;44;43;0;34;39;48;51;54;59;47;74;66;75;72;63
2885;11;10;8;12;1;23;17;16;21;22;34;45;0;33;32;47;49;52;59;56;66;73;75;64;72
2886;12;7;8;2;9;23;17;21;16;30;39;37;0;32;31;51;53;47;52;50;73;61;66;71;68
2887;11;6;8;4;9;21;24;29;30;28;44;34;0;40;36;51;50;46;47;55;66;72;63;65;73
2888;13;1;5;11;10;16;21;22;19;17;33;42;0;31;36;59;47;48;54;51;68;71;65;73;66
2889;11;10;9;14;8;29;24;18;17;25;42;39;0;43;38;53;60;46;50;58;64;61;69;63;70
2890;12;2;7;6;14;27;26;24;28;21;45;41;0;42;39;47;50;48;57;46;74;62;67;65;66
2891;1;3;2;12;5;25;27;20;21;28;36;40;0;31;35;54;58;55;48;57;69;65;66;71;72
2892;15;3;2;10;13;29;22;24;30;27;36;34;0;31;40;59;55;56;52;46;72;69;64;68;71
2893;13;15;5;8;11;25;18;26;24;19;34;33;0;41;44;60;48;51;58;57;75;62;69;65;68
2894;5;1;13;12;7;20;27;18;22;19;33;36;0;34;42;53;52;49;54;55;68;72;71;67;66
2895;5;13;2;4;12;25;27;21;22;23;36;35;0;37;44;48;56;57;47;49;74;72;73;67;70
2896;2;13;6;12;15;24;22;28;25;30;34;35;0;37;38;57;60;50;52;51;67;74;61;75;62
2897;7;15;9;6;11;18;26;30;20;24;44;36;0;32;43;52;49;55;60;56;71;72;63;65;64
2898;4;3;7;6;1;20;25;27;26;19;32;31;0;41;35;57;55;56;53;52;67;68;66;64;73
2899;9;12;8;10;1;26;24;29;17;30;33;44;0;36;40;50;59;58;51;55;68;64;65;74;63
2900;2;5;1;4;10;25;18;26;21;28;31;38;0;37;40;46;58;53;57;48;67;70;71;75;61
2901;9;3;8;2;13;27;17;28;16;30;33;35;0;32;36;47;59;58;60;49;68;75;74;67;65
2902;6;7;2;5;8;21;24;26;19;29;43;42;0;33;34;59;47;58;56;55;62;65;73;66;75
2903;11;12;14;4;3;28;26;25;27;21;32;39;0;44;38;47;56;54;55;48;63;61;72;68;75
2904;13;6;9;5;12;26;20;29;30;17;31;43;0;39;38;54;53;56;58;52;72;61;68;63;71
2905;1;4;14;15;11;29;22;27;21;26;31;37;0;45;44;60;58;59;54;57;61;74;62;71;68
2906;11;10;12;4;15;24;19;21;25;18;39;41;0;33;43;53;47;50;56;51;67;61;75;72;63
2907;5;13;2;11;12;21;16;20;19;25;32;36;0;35;34;56;57;54;58;51;70;64;62;63;75
2908;4;13;1;8;3;22;21;25;29;28;42;41;0;45;35;47;48;59;57;51;61;63;74;65;69
2909;3;6;2;15;14;21;28;20;16;22;40;39;0;44;37;59;49;46;48;57;71;62;61;68;67
2910;15;5;11;12;8;28;20;25;21;17;33;34;0;39;31;48;55;56;53;52;75;69;67;65;68
2911;10;8;12;1;14;30;28;29;19;22;37;44;0;35;36;49;60;47;56;48;71;74;62;68;75
2912;2;12;4;10;3;18;29;17;30;27;38;33;0;31;37;55;51;57;56;52;66;65;74;75;70
2913;13;14;4;8;15;29;26;21;30;28;38;41;0;36;32;53;48;59;60;52;65;68;71;70;64
2914;3;4;2;10;1;21;28;19;18;17;39;41;0;33;40;55;51;50;57;48;71;73;61;69;70
2915;9;13;2;11;7;30;17;27;23;29;33;40;0;34;41;50;51;55;56;49;64;62;69;61;68
2916;14;8;10;9;13;22;19;25;18;21;44;40;0;45;41;51;46;47;60;52;64;69;66;68;70
2917;2;15;12;10;8;28;30;29;24;19;38;31;0;45;33;50;52;46;48;47;64;70;66;71;67
2918;12;7;3;11;2;18;30;28;27;19;39;42;0;43;34;55;53;46;58;47;68;65;64;69;67
2919;8;7;13;14;11;25;18;21;20;24;32;31;0;35;38;57;56;47;54;55;68;72;69;63;67
2920;5;6;1;10;9;26;28;29;27;19;43;32;0;35;40;49;58;51;57;54;69;67;72;65;66
2921;9;12;11;2;8;19;21;25;23;18;31;44;0;32;38;53;46;59;52;57;70;67;71;62;61
2922;9;13;15;5;12;21;24;18;17;16;42;35;0;44;40;58;56;49;51;50;66;73;69;72;67
2923;9;8;3;11;4;22;25;29;27;23;35;38;0;41;42;50;55;54;49;47;68;70;72;67;62
2924;8;13;7;1;5;30;21;29;19;28;38;37;0;41;31;49;57;54;46;48;71;64;68;75;61
2925;4;12;2;9;1;27;21;29;23;18;35;43;0;44;39;48;46;59;51;47;71;69;61;65;75
2926;4;3;12;14;6;20;30;19;21;29;31;45;0;44;40;52;53;46;48;55;68;64;67;75;72
2927;11;12;4;13;14;20;25;30;19;29;36;32;0;44;37;59;49;48;47;58;66;67;70;65;69
2928;14;6;5;12;11;21;30;18;17;27;34;40;0;39;31;52;56;46;49;57;69;72;64;66;70
2929;4;7;9;14;1;24;16;21;23;25;42;37;0;36;32;51;59;47;50;57;72;70;63;65;71
2930;3;6;9;4;5;26;29;24;20;19;31;43;0;44;37;58;59;47;52;51;61;72;71;62;75
2931;13;5;8;7;6;30;25;18;23;24;44;31;0;45;42;56;50;52;59;60;64;62;72;69;71
2932;3;15;12;7;4;21;19;28;22;18;38;34;0;37;43;50;49;58;48;54;63;66;64;68;72
2933;6;15;8;7;14;18;17;21;19;22;36;31;0;32;43;60;54;53;47;55;71;67;66;64;61
2934;14;13;15;1;4;23;27;18;29;28;40;41;0;34;43;51;46;60;52;57;64;69;65;63;70
2935;5;2;14;7;9;21;24;29;19;20;32;31;0;33;38;57;54;58;56;59;75;61;64;67;66
2936;9;11;15;14;6;21;25;30;16;24;34;39;0;36;32;49;51;52;48;50;64;65;69;71;63
2937;7;2;13;12;1;23;29;22;21;24;39;40;0;36;38;59;50;48;49;58;70;68;75;66;69
2938;1;11;15;9;2;23;29;22;26;27;39;41;0;44;35;52;55;49;57;48;74;62;67;69;73
2939;7;12;4;1;11;22;18;29;21;30;36;34;0;31;35;47;53;48;49;52;69;65;64;67;75
2940;9;14;1;4;3;29;22;26;19;18;37;43;0;35;33;47;59;56;51;50;73;68;72;74;63
2941;12;2;4;10;7;22;19;23;17;25;44;32;0;37;31;60;56;57;54;51;71;68;74;65;70
2942;5;8;7;10;1;25;20;18;16;17;37;38;0;32;35;49;56;54;51;59;65;62;70;71;74
2943;4;9;10;2;15;29;19;20;23;30;31;35;0;33;41;49;54;58;60;55;71;72;69;61;68
2944;4;11;7;13;14;18;25;16;22;27;35;31;0;37;43;47;54;53;46;51;68;63;70;74;75
2945;7;11;2;6;12;27;30;26;25;17;43;37;0;31;36;49;55;56;48;54;67;74;64;68;66
2946;10;2;14;13;1;19;16;20;23;29;42;40;0;33;31;50;59;60;56;58;75;67;74;71;69
2947;15;12;1;2;7;28;19;22;16;30;38;35;0;34;33;54;50;56;49;51;69;66;65;61;70
2948;10;2;4;9;13;24;22;18;28;21;35;42;0;41;44;54;51;50;59;53;71;70;64;62;73
2949;10;4;5;14;2;17;26;28;21;27;45;31;0;39;41;51;53;52;55;50;63;67;75;73;64
2950;8;15;7;4;1;21;26;28;29;25;40;32;0;44;42;56;54;60;55;57;68;64;61;67;66
2951;8;13;6;7;5;30;22;17;24;27;35;33;0;32;43;50;60;59;47;53;65;63;74;68;73
2952;15;3;9;11;10;19;16;21;20;23;35;34;0;43;36;57;58;54;48;52;71;70;67;66;72
2953;8;9;12;14;13;23;28;19;21;17;40;39;0;36;31;46;50;51;55;60;67;61;72;71;68
2954;9;8;15;7;3;21;22;26;17;25;36;40;0;35;31;46;56;59;55;53;65;72;63;66;64
2955;4;2;7;3;12;27;25;21;29;26;31;36;0;33;37;54;58;50;49;48;67;63;72;69;66
2956;8;1;9;7;13;18;17;27;24;25;39;32;0;37;36;47;54;56;51;60;71;62;64;61;67
2957;10;12;11;9;15;19;28;27;23;18;34;32;0;39;31;55;49;48;58;47;69;74;65;62;64
2958;14;2;10;7;12;22;20;30;28;17;35;33;0;45;32;51;46;53;47;55;70;75;61;64;74
2959;4;2;8;14;3;18;30;21;28;29;40;34;0;41;31;55;47;56;59;54;70;64;68;63;69
2960;14;4;8;3;6;27;24;19;25;26;43;35;0;38;34;54;58;53;50;57;64;63;73;61;72
2961;11;1;9;12;2;20;25;22;16;28;36;40;0;34;45;51;57;47;56;46;64;68;66;65;67
2962;8;4;7;5;6;21;26;17;28;24;34;41;0;31;45;53;49;54;52;57;71;66;65;64;69
2963;3;5;2;12;10;28;17;24;19;16;35;33;0;40;42;53;51;54;58;52;61;74;71;64;67
2964;9;10;14;13;12;25;24;17;23;16;42;41;0;44;39;59;57;51;49;52;73;61;64;74;62
2965;6;4;15;8;7;18;26;24;30;27;39;38;0;36;41;52;48;53;57;60;65;72;69;63;68
2966;7;8;6;9;12;27;28;23;26;16;42;31;0;34;32;58;47;60;54;48;68;70;72;69;75
2967;3;15;2;8;14;16;27;23;28;20;42;33;0;32;34;57;53;60;48;52;72;75;66;71;64
2968;4;10;7;9;1;17;30;16;22;24;32;39;0;31;38;55;47;49;46;59;73;67;66;72;64
2969;7;11;2;10;8;18;27;26;29;21;37;45;0;36;44;55;50;47;52;54;70;66;64;68;69
2970;13;12;8;5;7;30;27;17;20;25;42;35;0;39;40;58;60;59;49;47;63;73;68;75;74
2971;5;8;4;15;1;30;19;27;16;26;37;42;0;41;32;51;49;47;58;50;63;66;73;67;72
2972;8;9;5;4;7;30;28;29;22;16;33;32;0;42;36;56;50;60;49;54;62;68;61;70;66
2973;1;2;14;15;8;19;29;20;21;23;35;37;0;36;40;46;47;60;59;51;71;61;67;74;73
2974;15;9;5;3;14;30;16;22;27;28;44;35;0;45;38;54;59;52;57;46;73;67;62;68;61
2975;10;12;9;3;2;16;17;26;24;20;37;44;0;45;42;52;50;51;58;54;74;70;64;63;73
2976;9;6;12;15;1;18;24;23;25;28;32;37;0;43;36;46;50;53;52;51;70;66;72;71;68
2977;9;14;4;6;5;22;26;28;16;21;36;39;0;35;45;49;48;51;47;59;61;74;65;68;64
2978;2;3;12;13;14;19;22;16;18;25;34;43;0;37;45;57;49;51;52;54;64;62;73;71;65
2979;2;13;12;4;7;21;29;17;30;16;31;39;0;37;44;60;58;47;59;49;65;75;61;72;74
2980;5;7;4;6;8;29;20;16;19;30;32;43;0;34;44;54;46;50;57;58;68;67;65;70;69
2981;9;11;10;15;8;19;24;26;23;17;31;36;0;43;42;47;56;55;57;54;61;74;72;69;68
2982;6;8;14;7;15;21;19;26;23;24;33;37;0;34;36;47;55;48;54;60;63;62;72;61;70
2983;12;1;10;9;6;17;25;22;21;27;35;33;0;43;38;58;53;57;54;59;71;63;64;69;65
2984;5;4;14;12;10;16;17;22;21;25;34;32;0;42;40;58;48;54;52;49;75;73;68;70;74
2985;6;14;12;4;15;29;26;27;25;19;38;36;0;42;41;59;54;50;58;48;74;75;61;67;72
2986;2;4;3;1;7;20;27;21;22;16;40;32;0;37;31;57;58;48;55;46;73;70;69;66;65
2987;5;1;4;6;8;25;22;24;16;19;44;37;0;36;32;48;54;59;60;47;67;65;62;73;69
2988;2;1;9;8;11;22;25;19;23;24;41;35;0;33;34;55;60;52;54;51;61;62;63;75;73
2989;6;15;9;13;5;27;22;19;28;23;39;37;0;35;38;51;56;60;55;50;66;69;68;71;70
2990;10;5;14;15;3;20;29;21;16;22;39;42;0;38;40;53;51;47;58;52;64;73;65;70;74
2991;1;3;12;15;9;20;27;24;29;30;31;36;0;43;32;51;59;58;46;47;71;75;72;61;68
2992;3;2;10;1;14;23;28;26;24;25;42;38;0;41;34;51;53;46;49;50;65;69;73;64;71
2993;1;5;11;10;15;24;30;23;28;29;40;44;0;42;43;57;56;51;47;55;68;70;61;71;67
2994;4;2;14;12;6;27;20;19;21;18;43;32;0;42;31;48;51;46;57;59;68;72;71;66;65
2995;6;11;2;10;5;29;27;25;26;19;43;42;0;45;34;56;49;47;46;48;63;61;73;69;67
2996;6;8;10;12;11;20;29;27;16;26;31;34;0;38;45;59;48;52;54;50;70;64;72;63;61
2997;1;5;9;7;3;30;29;19;21;18;33;43;0;38;32;55;48;60;50;54;65;69;67;64;61
2998;5;4;13;2;10;28;22;20;19;21;33;38;0;36;37;47;50;57;46;56;65;67;70;61;64
2999;4;6;5;15;7;22;27;23;30;29;35;34;0;36;44;55;57;48;58;56;69;67;66;71;65
3000;4;8;13;2;7;22;20;29;30;28;39;31;0;38;35;48;60;51;55;54;70;64;68;61;69
3001;3;4;8;6;14;19;22;18;17;21;32;35;0;37;34;47;55;54;57;51;68;71;62;61;72
3002;3;15;13;14;12;22;23;19;28;21;31;40;0;38;41;59;49;51;58;54;72;66;64;63;67
3003;3;4;13;8;2;23;16;19;22;21;36;33;0;44;45;46;60;47;56;55;71;75;67;74;69
3004;11;7;14;10;5;18;23;16;26;21;38;36;0;37;35;54;48;53;59;60;65;72;62;74;75
3005;2;7;6;4;8;27;23;25;22;24;33;36;0;34;35;53;50;59;48;52;67;72;73;74;66
3006;11;9;1;4;10;18;23;29;28;25;38;36;0;31;33;56;59;52;58;48;61;71;64;69;65
3007;15;13;6;10;12;20;26;16;21;25;38;39;0;42;41;51;56;54;58;55;66;72;74;62;61
3008;5;1;6;4;15;24;27;17;23;26;31;43;0;37;42;49;48;46;60;59;64;73;70;62;67
3009;7;12;5;11;6;30;18;17;19;26;36;41;0;43;33;54;53;50;51;58;74;73;65;70;67
3010;3;5;12;15;1;23;30;18;21;26;32;38;0;33;41;55;51;50;49;60;65;72;68;69;64
3011;4;3;1;12;14;26;21;19;20;25;35;32;0;44;31;54;55;51;53;52;67;74;73;63;71
3012;2;4;14;13;5;22;30;21;29;18;32;36;0;33;34;60;47;51;50;52;61;69;67;75;72
3013;9;5;8;3;7;19;27;25;21;26;32;42;0;37;35;52;51;54;50;53;74;64;75;69;63
3014;4;13;3;6;10;24;22;28;27;21;39;32;0;41;34;55;54;60;52;48;72;61;73;74;65
3015;13;12;5;4;11;20;27;16;19;22;43;39;0;32;42;49;52;56;51;48;71;67;61;74;70
3016;12;11;15;3;10;30;21;25;16;20;35;41;0;45;34;50;49;51;54;48;70;68;63;75;62
3017;1;11;4;3;2;26;29;19;30;18;39;44;0;36;34;52;56;55;49;47;62;73;74;71;70
3018;14;3;8;10;7;22;20;29;28;30;38;32;0;41;31;47;58;49;53;48;72;71;69;63;62
3019;10;1;7;4;9;20;18;23;19;27;35;34;0;42;38;56;57;60;52;47;73;63;75;72;61
3020;14;7;1;6;4;18;29;21;24;25;32;39;0;41;38;53;60;55;49;57;69;71;65;68;70
3021;3;14;12;6;2;16;29;19;30;26;41;32;0;44;40;46;51;58;60;56;74;75;70;65;73
3022;9;3;4;14;12;18;21;28;23;22;32;39;0;36;31;50;51;53;47;49;74;68;71;61;67
3023;3;9;6;8;1;21;26;28;16;27;42;38;0;31;34;47;48;46;51;50;61;67;72;66;71
3024;15;11;6;4;2;18;22;28;30;17;36;44;0;38;33;58;57;52;48;47;72;75;68;66;70
3025;8;3;13;2;7;16;30;25;21;19;43;34;0;42;39;51;49;50;55;46;62;63;75;61;69
3026;14;2;15;10;1;20;29;26;16;21;36;39;0;42;45;54;57;46;52;50;61;73;66;68;67
3027;4;7;14;6;13;22;28;25;17;27;38;32;0;36;34;47;57;53;50;58;68;72;61;71;70
3028;2;11;12;1;15;20;27;24;29;26;33;42;0;40;36;51;55;56;54;49;65;75;66;73;74
3029;14;4;15;8;12;29;30;22;26;21;40;42;0;41;37;54;50;52;60;48;69;73;75;63;70
3030;7;3;6;4;13;24;16;17;20;23;45;42;0;41;38;52;51;55;57;50;72;64;67;68;66
3031;15;3;7;12;5;17;19;21;16;20;38;39;0;40;43;47;54;49;55;46;75;65;61;71;67
3032;3;13;12;8;2;18;20;19;17;16;32;34;0;41;45;48;60;47;57;46;64;73;66;74;75
3033;8;13;15;3;4;29;27;17;30;24;37;45;0;38;42;60;57;51;47;49;74;71;63;73;75
3034;5;4;2;9;11;20;27;18;16;25;31;35;0;38;41;48;47;51;55;56;68;65;63;66;64
3035;4;12;5;15;2;26;19;30;28;18;38;39;0;35;45;53;52;47;59;57;67;61;75;66;70
3036;9;13;11;7;8;21;26;27;16;23;31;37;0;43;41;57;58;51;48;50;64;71;63;67;70
3037;14;11;13;15;10;18;21;28;17;26;31;36;0;35;45;53;59;50;47;54;63;65;62;73;70
3038;5;6;7;14;2;21;19;26;17;18;41;42;0;31;40;52;47;46;60;55;69;71;63;64;74
3039;11;9;14;13;4;19;28;18;22;21;44;42;0;35;45;54;50;53;51;46;65;72;64;63;75
3040;6;1;15;4;12;24;22;21;20;17;42;31;0;36;33;50;54;56;53;49;74;64;63;75;70
3041;6;8;13;10;2;25;21;18;27;20;44;34;0;38;43;56;57;46;59;50;62;66;68;69;64
3042;6;14;15;2;8;28;29;26;27;25;42;37;0;32;34;50;59;57;60;58;66;61;64;68;72
3043;2;4;3;14;1;26;23;16;21;27;45;44;0;43;36;59;48;49;58;56;61;62;70;71;66
3044;15;6;9;13;12;27;26;28;24;16;31;45;0;40;39;60;52;51;55;56;67;63;68;70;64
3045;11;12;6;4;1;19;21;16;17;18;32;31;0;44;33;55;54;51;57;50;71;65;73;62;67
3046;4;12;14;9;6;26;25;24;18;22;36;44;0;42;40;47;49;53;48;57;71;68;63;62;73
3047;7;9;8;12;10;26;24;16;21;19;36;43;0;34;40;51;58;46;50;52;67;68;72;71;75
3048;8;1;14;5;13;16;20;18;25;27;42;38;0;33;37;59;57;55;51;56;71;69;68;63;70
3049;5;4;7;14;15;30;20;24;19;17;41;39;0;38;44;50;54;53;58;59;75;74;67;69;64
3050;13;9;10;12;7;21;19;18;20;30;38;43;0;32;44;58;60;50;59;53;75;63;68;65;62
3051;13;1;5;12;6;27;22;19;17;21;44;42;0;35;43;51;48;55;49;53;66;70;68;74;73
3052;3;13;12;1;2;21;20;28;23;27;38;45;0;41;37;53;49;55;56;47;74;72;70;69;66
3053;10;6;7;14;9;30;27;26;24;21;31;43;0;38;40;48;60;58;55;56;63;75;70;74;69
3054;8;5;13;12;2;20;24;21;22;23;36;45;0;31;37;56;51;55;58;53;70;74;67;61;64
3055;9;8;7;1;6;26;24;25;19;29;43;31;0;35;40;50;52;54;51;58;74;63;69;61;72
3056;6;4;8;7;3;29;19;24;28;30;37;38;0;36;40;60;59;49;48;47;66;75;70;69;65
3057;7;11;2;5;14;26;30;19;24;29;32;39;0;36;42;55;52;46;59;47;63;75;74;70;72
3058;8;14;13;5;12;21;23;27;30;22;44;41;0;36;35;57;46;60;51;48;62;64;70;69;61
3059;8;5;4;3;6;30;29;16;18;27;38;35;0;39;31;53;60;51;49;54;71;65;68;61;72
3060;13;12;2;9;11;30;23;17;22;20;43;42;0;35;44;60;58;50;57;54;70;71;69;68;64
3061;11;12;3;15;7;27;21;19;28;26;31;37;0;36;43;58;60;51;54;48;73;61;71;75;72
3062;4;3;14;13;15;27;25;28;17;29;40;34;0;33;32;53;60;49;51;48;71;75;72;69;68
3063;6;15;2;14;1;19;16;24;21;28;31;44;0;36;32;54;51;49;53;50;67;61;62;69;68
3064;4;3;15;12;8;30;23;24;29;19;40;44;0;45;31;50;57;56;55;59;68;62;66;65;64
3065;15;11;14;1;2;22;18;16;21;28;31;41;0;37;32;51;53;52;55;47;65;66;71;75;70
3066;12;7;14;15;8;24;16;18;26;21;43;40;0;35;38;53;60;58;50;51;62;69;70;68;75
3067;4;8;6;13;12;30;25;16;21;24;35;42;0;33;32;47;51;52;46;56;73;74;67;75;62
3068;5;15;13;8;4;21;17;25;24;22;35;39;0;38;45;54;49;55;52;53;73;68;67;74;72
3069;11;7;6;9;10;23;21;26;17;24;36;31;0;40;32;50;59;48;57;56;74;68;65;75;64
3070;4;5;6;3;15;25;28;18;24;23;39;37;0;40;32;57;54;53;52;56;74;70;62;71;73
3071;7;9;6;12;5;17;19;29;25;16;39;41;0;34;42;50;48;51;53;54;62;71;61;73;66
