numero;b1;b2;b3;b4;b5;i1;i2;i3;i4;i5;n1;n2;n3;n4;n5;g1;g2;g3;g4;g5;o1;o2;o3;o4;o5
2901;11;7;4;9;12;18;29;27;24;22;45;42;0;37;33;57;47;46;50;48;71;73;68;62;66
2902;2;3;11;8;13;22;20;23;28;25;35;36;0;39;40;54;48;52;50;58;61;67;66;73;74
2903;9;8;13;5;14;19;21;24;30;17;42;36;0;32;39;51;60;53;49;57;73;65;68;69;62
2904;14;10;12;9;2;29;21;30;25;24;44;36;0;40;31;55;52;58;46;54;62;61;63;65;64
2905;14;10;9;5;7;19;26;23;21;27;40;38;0;34;31;52;58;47;51;54;72;61;70;66;75
2906;8;13;3;7;10;18;23;19;27;26;43;35;0;38;45;58;56;57;53;46;62;75;63;64;73
2907;8;4;1;15;10;30;22;16;23;24;44;41;0;38;40;53;54;59;49;57;63;68;61;70;64
2908;10;6;5;1;14;20;22;19;24;18;40;38;0;32;36;57;48;50;52;58;70;68;61;73;64
2909;14;4;6;11;9;24;30;16;26;29;39;31;0;40;33;47;56;51;48;49;65;75;68;71;64
2910;11;5;10;14;1;19;24;22;23;16;41;40;0;36;43;58;50;56;55;54;65;73;71;68;62
2911;15;5;14;7;9;24;23;17;25;22;35;42;0;37;32;56;55;49;59;48;67;73;72;74;69
2912;5;9;11;12;13;27;20;28;17;24;41;38;0;37;43;53;55;49;58;57;67;75;71;64;65
2913;2;14;13;3;4;17;28;21;18;29;35;39;0;31;45;58;50;56;47;52;73;64;66;71;75
2914;11;13;6;4;14;16;19;21;25;23;41;42;0;37;34;46;47;54;55;60;67;70;61;73;71
2915;10;3;14;4;11;19;21;26;27;17;38;44;0;43;33;54;59;55;48;49;66;71;62;75;61
2916;4;10;3;7;13;23;17;26;29;20;34;41;0;43;42;51;55;47;52;50;63;62;73;72;71
2917;7;10;11;15;13;28;18;26;24;17;33;40;0;43;44;59;51;50;60;52;73;75;64;63;74
2918;15;13;8;2;5;24;29;23;16;30;33;32;0;40;45;50;54;59;49;46;65;73;70;67;66
2919;7;15;13;1;5;19;29;16;26;25;31;41;0;42;33;49;55;59;52;47;61;72;64;66;70
2920;14;12;2;11;7;21;20;28;27;16;40;32;0;37;43;59;52;47;57;51;62;71;64;67;66
2921;15;1;6;3;8;23;20;30;18;24;35;37;0;32;44;49;52;50;59;46;64;65;66;71;69
2922;13;9;11;4;5;20;23;21;24;27;44;34;0;41;38;47;58;48;59;56;70;74;68;65;72
2923;5;9;3;10;13;22;27;30;21;17;34;42;0;38;40;54;47;49;60;52;67;66;71;72;65
2924;14;12;4;2;11;27;25;17;24;29;33;35;0;34;41;56;57;50;54;46;69;73;64;74;70
2925;11;12;4;3;9;27;22;25;24;20;36;44;0;32;42;54;55;47;57;49;73;70;66;72;64
2926;6;3;7;13;1;25;18;28;16;19;44;42;0;43;37;55;54;59;60;48;70;72;73;65;68
2927;13;7;15;2;5;28;25;17;22;26;39;33;0;41;31;49;50;47;57;58;71;64;68;67;63
2928;8;11;6;2;4;24;17;22;19;20;35;37;0;40;43;56;47;59;53;58;64;65;69;74;73
2929;4;3;6;2;10;18;17;28;22;27;39;32;0;35;33;54;60;50;48;55;71;66;64;75;68
2930;10;11;6;4;7;17;29;30;19;16;36;43;0;33;42;49;51;47;55;60;64;73;71;61;69
2931;6;4;9;3;13;29;22;18;21;16;44;45;0;32;41;50;58;48;56;49;66;62;73;74;65
2932;6;3;13;11;7;25;19;30;23;22;39;44;0;32;36;52;56;59;57;51;61;65;70;75;69
2933;5;3;11;1;12;29;18;26;30;25;31;40;0;41;35;49;46;47;59;60;63;74;62;64;72
2934;10;8;1;15;13;30;23;25;24;17;34;38;0;40;41;57;46;58;52;60;72;63;67;70;62
2935;6;4;1;9;10;24;16;20;21;19;40;43;0;39;38;58;56;55;60;48;69;74;67;72;62
2936;4;12;14;13;5;16;20;26;19;28;40;33;0;37;32;55;51;49;54;53;75;70;61;74;69
2937;13;3;12;10;6;23;28;22;21;19;40;38;0;39;36;59;58;46;52;50;63;65;64;66;62
2938;11;14;2;13;6;17;18;26;27;25;34;42;0;36;44;54;51;60;48;57;67;64;73;70;66
2939;5;14;13;1;4;18;27;21;22;17;42;43;0;31;44;49;48;53;47;56;68;73;70;65;72
2940;4;12;14;10;2;27;16;28;25;21;36;45;0;42;39;52;46;55;57;54;73;67;63;71;74
2941;9;3;14;13;11;16;21;19;27;22;36;38;0;43;41;55;46;57;50;48;67;62;63;66;65
2942;9;12;13;5;8;20;16;27;29;26;41;37;0;33;38;50;57;48;55;52;75;62;69;61;70
2943;6;10;7;15;3;29;21;26;27;25;41;31;0;43;36;57;52;59;46;54;65;72;71;67;64
2944;6;12;7;13;9;17;29;23;22;25;35;34;0;40;43;54;49;51;47;46;62;69;72;66;71
2945;5;3;7;13;2;19;26;20;27;22;40;35;0;45;36;48;46;53;59;49;69;73;71;64;68
2946;15;10;4;6;13;18;16;17;27;19;39;34;0;35;41;54;49;58;53;56;68;65;72;70;61
2947;6;4;9;10;5;20;22;26;27;21;42;41;0;44;32;46;56;53;58;51;72;61;75;63;67
2948;13;3;8;12;7;23;26;25;18;30;45;31;0;38;32;46;54;59;52;49;64;70;66;67;69
2949;12;6;15;4;8;25;22;16;30;17;38;33;0;43;41;50;48;47;46;59;63;66;68;70;64
2950;9;12;4;14;11;24;19;27;21;20;45;35;0;43;41;49;48;56;53;50;75;62;67;65;68
2951;13;9;7;10;15;27;23;26;24;29;35;44;0;37;41;53;54;57;58;55;74;75;67;71;73
2952;15;3;10;1;12;29;24;25;23;16;34;44;0;35;37;48;52;58;47;55;75;73;69;62;74
2953;8;3;7;14;12;25;19;20;22;28;31;33;0;37;35;49;57;53;48;56;75;69;66;61;63
2954;14;11;12;13;8;26;25;21;20;18;42;38;0;31;44;52;59;55;48;51;73;66;62;72;70
2955;13;12;1;8;2;20;17;29;22;16;36;42;0;35;44;55;58;46;57;56;69;64;63;73;65
2956;4;9;14;6;11;27;25;29;23;18;34;40;0;36;35;58;53;48;52;51;63;71;73;67;66
2957;11;4;6;9;10;18;19;27;28;20;31;42;0;32;35;55;51;57;47;49;61;73;66;69;64
2958;14;12;5;11;1;28;23;19;29;30;34;35;0;33;39;50;58;59;49;60;64;71;62;69;73
2959;13;14;12;6;8;22;16;19;25;30;37;31;0;43;39;46;56;49;52;55;68;61;75;71;67
2960;11;6;8;10;14;22;23;17;19;16;34;42;0;36;35;54;46;53;60;51;61;70;74;62;72
2961;6;5;9;8;12;17;20;29;26;16;33;39;0;37;45;50;56;51;57;53;63;67;72;64;68
2962;13;3;5;10;12;18;24;21;28;27;31;43;0;38;36;54;57;58;46;51;67;71;72;68;64
2963;12;9;3;1;7;20;17;23;18;26;34;43;0;37;40;50;58;48;54;46;66;63;72;73;67
2964;7;11;12;1;8;17;19;16;18;23;32;35;0;42;38;56;52;50;54;51;70;65;63;68;71
2965;8;10;7;1;9;27;19;30;16;21;43;32;0;45;44;56;57;47;58;54;62;71;72;67;64
2966;2;8;4;5;7;30;20;27;19;17;37;35;0;33;38;56;57;55;47;50;68;69;65;75;71
2967;10;7;9;5;3;25;26;29;24;20;31;34;0;36;43;55;54;50;57;58;73;74;61;69;72
2968;10;13;11;7;5;28;22;18;19;29;43;35;0;42;41;52;57;53;50;55;62;68;65;63;67
2969;1;10;6;2;9;27;25;23;29;16;41;34;0;43;31;56;47;55;60;59;65;67;64;74;70
2970;13;5;8;2;7;27;26;17;21;23;43;44;0;34;41;47;53;50;54;48;73;69;68;75;62
2971;3;10;2;9;6;30;21;20;28;24;32;44;0;38;35;53;56;58;46;54;69;63;67;74;66
2972;14;1;13;3;12;26;28;29;19;18;40;33;0;42;35;46;58;56;54;50;69;62;74;73;68
2973;14;4;5;15;7;24;29;25;18;17;31;39;0;38;37;50;48;49;53;59;66;74;64;68;67
2974;6;11;1;8;3;28;22;19;20;30;41;36;0;39;45;57;53;48;60;58;63;65;64;66;68
2975;12;2;7;3;9;19;22;23;17;27;34;45;0;44;39;46;50;57;47;48;69;66;71;67;74
2976;4;9;12;8;6;25;16;23;18;27;44;43;0;33;34;46;53;49;57;60;64;72;65;70;66
2977;2;8;14;9;13;17;27;22;20;26;37;35;0;41;34;51;52;57;48;47;63;73;65;75;64
2978;4;2;13;3;8;18;20;17;26;23;37;33;0;43;38;60;48;46;55;56;73;72;67;64;70
2979;9;11;3;8;7;25;20;27;24;17;38;42;0;41;32;48;51;52;56;55;70;69;65;64;68
2980;12;11;14;3;8;22;18;26;20;16;32;31;0;40;38;59;52;51;46;58;68;61;69;63;73
2981;5;6;1;11;7;22;18;17;23;25;34;39;0;36;32;54;57;59;53;51;72;64;71;61;68
2982;11;1;4;7;2;18;20;23;27;29;34;43;0;40;45;50;60;52;57;56;65;73;66;74;69
2983;7;11;4;15;3;24;26;19;17;29;41;35;0;34;40;52;60;53;51;49;64;73;71;62;70
2984;7;10;14;1;3;29;21;22;17;27;41;33;0;36;40;48;56;58;47;53;70;69;73;62;74
2985;6;11;4;10;5;16;25;26;24;21;43;37;0;31;33;47;52;50;48;58;65;68;71;61;62
2986;3;6;9;10;2;25;29;27;17;18;41;42;0;44;33;52;48;53;59;58;69;74;62;64;75
2987;12;7;13;10;5;26;19;20;23;17;40;32;0;41;38;48;49;56;59;47;63;74;68;69;64
2988;12;8;5;11;10;25;29;24;21;27;37;35;0;43;39;54;52;56;60;48;61;68;72;69;75
2989;15;5;13;7;1;18;24;25;19;21;41;40;0;38;42;52;53;54;57;48;64;65;67;73;68
2990;8;4;10;13;7;21;29;16;19;20;42;31;0;33;36;52;51;49;59;53;66;74;72;64;71
2991;2;5;8;9;13;19;23;22;18;24;33;39;0;42;43;53;49;59;46;57;73;68;71;72;62
2992;9;14;6;13;4;19;25;27;16;17;34;35;0;37;44;57;60;56;58;51;70;72;64;73;63
2993;1;10;2;4;14;22;26;20;28;29;45;35;0;32;34;46;53;50;51;47;70;63;61;64;62
2994;4;2;5;8;12;21;25;18;20;23;33;34;0;38;35;53;56;57;60;52;73;71;65;72;69
2995;14;9;11;8;15;24;26;29;19;17;35;41;0;42;33;50;59;47;49;58;66;64;62;72;70
2996;11;2;9;12;6;19;29;22;28;24;42;31;0;41;40;51;57;56;49;47;74;65;72;71;63
2997;3;12;8;14;9;25;20;27;17;24;34;41;0;39;33;50;47;54;57;46;70;73;66;64;68
2998;15;2;3;11;10;18;30;21;28;24;35;33;0;34;36;53;59;56;54;49;64;67;74;62;68
2999;11;12;8;7;13;19;29;22;28;16;41;35;0;43;44;57;55;60;58;51;73;66;74;65;67
3000;11;4;10;8;7;20;23;26;16;24;37;35;0;43;41;59;50;48;47;57;71;67;61;69;64
3001;6;2;15;13;8;20;28;25;26;29;41;37;0;43;39;49;58;46;48;52;67;66;62;64;70
3002;3;7;14;9;2;27;24;18;26;25;32;40;0;45;43;50;46;56;49;52;64;67;74;61;62
3003;9;3;4;11;12;24;26;25;28;21;31;45;0;34;36;47;52;57;54;59;64;65;63;68;70
3004;9;8;11;14;13;25;19;27;21;22;33;31;0;37;36;53;51;49;58;46;67;65;66;73;74
3005;14;6;12;11;15;23;19;28;16;20;37;40;0;39;36;46;50;54;55;56;63;74;73;65;62
3006;7;6;12;5;2;21;25;23;30;24;41;33;0;39;35;55;53;59;48;52;71;74;67;65;72
3007;10;4;2;15;12;30;24;25;21;29;35;31;0;41;45;48;49;46;57;51;65;71;64;67;62
3008;4;7;9;6;2;25;23;22;28;29;34;43;0;40;32;46;57;58;47;50;73;68;72;61;64
3009;6;8;2;1;3;27;25;19;29;22;38;34;0;43;36;46;52;55;51;59;64;71;70;63;75
3010;14;11;6;4;9;22;25;27;21;23;44;42;0;36;37;55;57;58;56;49;68;71;70;61;72
3011;7;14;10;1;2;24;21;28;23;29;41;44;0;40;45;53;48;50;56;52;62;66;73;67;74
3012;4;11;8;9;2;25;18;24;29;26;35;37;0;33;43;49;52;59;55;50;71;63;62;66;74
3013;14;7;1;12;11;18;20;21;29;27;37;40;0;44;36;58;50;46;59;56;74;64;75;71;72
3014;13;1;7;6;5;27;22;28;20;26;38;32;0;36;42;46;53;50;57;51;70;69;68;61;63
3015;12;13;5;11;1;30;26;18;22;25;39;41;0;38;40;57;47;52;56;53;74;68;67;71;69
3016;2;11;7;6;13;16;19;26;23;18;42;41;0;32;37;54;50;46;58;52;71;64;66;63;75
3017;5;8;7;10;12;20;25;16;27;21;39;32;0;37;42;56;59;52;54;55;72;75;67;68;64
3018;2;8;10;11;7;17;24;16;25;28;36;33;0;41;40;59;58;55;48;60;72;67;71;70;65
3019;7;10;1;6;14;17;30;26;21;16;39;36;0;43;34;59;54;52;51;46;64;73;67;62;70
3020;9;13;8;2;1;22;21;28;23;20;36;33;0;44;37;49;52;58;60;57;69;61;65;72;62
3021;13;2;7;6;3;19;18;26;24;27;43;36;0;39;35;50;54;51;60;47;72;62;69;64;65
3022;8;9;13;5;1;29;20;18;21;28;34;41;0;35;32;51;57;56;52;47;70;62;65;63;73
3023;10;12;2;6;5;19;20;18;21;17;39;38;0;37;36;51;47;58;50;57;66;61;65;73;71
3024;14;1;8;9;3;27;18;17;29;19;37;33;0;31;39;50;53;48;46;54;65;62;70;66;67
3025;5;12;8;3;4;26;28;25;19;20;36;45;0;37;41;58;50;55;47;54;72;69;70;71;73
3026;14;2;12;5;13;29;26;17;19;23;44;32;0;42;33;52;48;47;57;46;75;62;69;72;70
3027;11;5;2;9;7;21;17;20;25;29;38;39;0;37;45;58;53;55;48;50;67;68;73;74;64
3028;11;5;1;14;4;21;19;28;29;18;36;45;0;37;32;54;60;58;49;51;67;63;73;64;71
3029;1;13;9;12;4;26;27;18;30;24;39;41;0;37;34;55;54;59;47;53;67;69;70;65;63
3030;12;3;9;7;11;29;25;27;19;20;42;40;0;32;43;53;50;49;59;47;62;64;75;66;61
3031;2;4;12;3;13;29;25;28;17;19;42;41;0;34;33;53;48;54;49;60;73;67;75;61;74
3032;10;14;5;2;3;28;18;17;26;24;33;36;0;35;31;57;60;50;58;46;72;61;63;62;64
3033;15;10;1;14;4;20;25;21;22;30;32;41;0;38;34;46;56;59;58;57;67;70;75;71;64
3034;8;4;3;5;11;17;18;23;26;25;34;42;0;31;43;54;46;49;55;57;71;73;61;62;67
3035;4;9;7;11;1;20;24;25;29;28;39;34;0;33;40;51;58;54;46;47;62;66;70;74;72
3036;11;5;4;1;9;27;22;26;17;21;37;35;0;40;31;48;53;57;54;52;63;67;62;66;68
3037;7;4;1;8;15;25;27;28;21;22;43;41;0;36;31;56;48;52;46;57;71;70;72;63;73
3038;12;13;3;7;9;28;18;25;24;30;39;38;0;41;31;60;47;59;52;51;71;67;61;63;73
3039;2;14;6;12;8;25;20;27;29;17;40;44;0;35;32;47;51;58;55;46;62;73;70;71;63
3040;15;13;8;9;1;25;22;24;26;16;38;31;0;34;33;57;50;53;47;60;73;61;67;75;72
3041;10;8;6;3;14;30;25;19;22;23;33;36;0;31;44;57;55;46;52;51;65;71;72;74;62
3042;3;8;15;14;6;20;23;25;24;19;38;44;0;42;33;57;58;55;50;60;71;67;73;65;64
3043;11;12;4;7;2;26;22;16;23;28;31;43;0;33;40;55;53;50;46;48;71;67;72;66;65
3044;6;3;14;9;7;23;20;28;21;16;37;43;0;44;38;49;54;46;59;52;63;62;61;69;64
3045;6;10;1;12;9;16;26;30;18;24;38;35;0;39;37;52;47;54;48;57;72;68;71;63;74
3046;2;11;13;3;12;21;23;29;22;16;44;42;0;33;31;59;55;54;56;48;72;63;73;70;65
3047;8;7;2;13;15;17;29;22;24;18;39;41;0;40;44;50;53;55;58;60;71;64;66;62;72
3048;14;5;10;3;6;27;23;22;18;25;34;35;0;31;41;55;57;47;51;54;62;73;61;64;66
3049;13;6;8;11;10;17;19;16;26;21;31;44;0;42;37;55;49;50;58;56;73;68;61;66;63
3050;5;1;6;10;2;27;28;16;19;26;43;36;0;35;32;47;52;56;51;50;65;64;72;67;62
3051;15;6;5;9;11;21;19;20;25;28;40;36;0;35;45;53;56;58;59;55;68;66;71;62;75
3052;1;14;13;5;12;16;29;23;17;21;31;39;0;40;33;56;53;47;50;54;75;61;68;64;66
3053;2;15;7;10;11;27;22;24;17;20;41;33;0;38;45;58;52;53;50;56;68;71;65;64;70
3054;15;4;12;3;14;29;26;20;17;22;44;42;0;35;39;57;47;51;53;56;66;64;70;67;62
3055;3;11;6;9;8;18;21;26;24;16;34;41;0;32;31;56;46;49;47;57;71;73;66;67;65
3056;2;7;9;8;1;21;23;29;19;18;42;33;0;43;31;50;47;51;59;49;74;61;72;70;71
3057;11;12;10;2;15;25;26;22;30;17;43;39;0;33;44;48;57;46;56;47;69;75;65;71;73
3058;5;15;14;8;6;27;25;16;28;17;37;35;0;43;31;49;56;60;47;55;68;70;62;74;61
3059;6;11;3;5;10;26;19;24;22;27;33;39;0;37;36;48;46;57;52;47;63;73;67;61;68
3060;3;15;13;4;7;26;20;16;19;22;37;39;0;40;41;59;56;55;46;52;66;61;69;68;74
3061;11;12;8;5;15;21;26;23;18;27;37;42;0;40;32;58;59;56;57;50;68;75;71;72;66
3062;2;7;1;10;13;23;16;28;21;17;41;32;0;36;33;54;47;52;51;58;73;65;72;70;61
3063;9;13;12;3;4;22;17;26;25;29;33;42;0;35;45;51;57;52;55;56;68;74;65;72;66
3064;6;11;10;14;2;28;16;27;21;19;39;32;0;33;42;60;48;56;46;57;64;72;61;68;75
3065;5;2;3;6;7;18;28;21;29;23;45;40;0;41;35;50;51;52;54;53;67;74;66;71;61
3066;4;8;5;10;11;30;16;28;24;27;40;35;0;38;36;56;52;46;48;55;73;66;69;67;63
3067;2;3;11;9;5;27;23;22;28;26;41;36;0;32;34;52;46;48;59;60;75;61;65;70;67
3068;4;13;14;11;1;29;20;19;25;22;41;42;0;36;35;58;47;56;46;55;73;64;70;68;74
3069;8;4;5;9;7;18;22;27;30;29;43;40;0;33;44;58;51;47;55;59;65;71;73;63;64
3070;3;6;8;1;5;26;29;30;16;19;32;45;0;31;44;55;60;48;49;58;61;66;73;75;68
3071;12;10;3;6;11;28;25;17;27;22;34;33;0;38;35;55;50;57;59;56;65;74;72;64;71
3072;2;11;13;1;9;24;29;18;16;25;32;37;0;42;39;52;48;53;49;60;66;62;70;73;61
3073;8;7;11;4;13;18;19;20;21;16;37;43;0;32;40;48;57;50;52;53;64;68;62;71;67
3074;8;12;6;14;13;23;27;18;17;21;45;41;0;44;35;60;58;46;59;50;74;68;73;67;64
3075;10;13;6;7;11;21;25;28;16;24;37;43;0;33;41;51;55;59;52;53;67;66;74;70;69
3076;8;4;13;6;7;20;16;27;24;23;33;31;0;38;43;47;50;54;46;51;67;71;62;73;65
3077;1;12;3;14;13;20;25;19;21;24;43;41;0;31;40;49;47;48;59;46;68;65;67;73;72
3078;14;5;8;12;9;25;23;20;24;28;42;44;0;38;37;49;56;46;48;55;64;75;66;63;69
3079;5;14;4;9;8;21;24;28;16;20;45;43;0;44;36;47;48;55;57;53;72;61;73;69;71
3080;6;12;14;9;3;29;30;21;19;18;40;44;0;43;41;57;47;55;52;49;75;69;73;61;65
3081;9;2;11;13;14;26;18;28;21;29;44;32;0;37;39;55;51;60;53;58;68;69;64;71;72
3082;3;11;14;5;10;17;21;25;22;18;39;42;0;33;36;51;57;59;50;52;66;73;69;65;64
3083;10;9;7;15;6;19;24;25;27;16;40;34;0;44;32;48;47;54;51;52;67;71;65;73;68
3084;3;7;1;6;13;28;22;27;20;24;42;38;0;44;45;59;53;51;52;54;71;69;72;73;68
3085;8;6;10;3;7;17;23;30;21;29;38;35;0;33;39;46;55;52;48;54;70;67;62;71;65
3086;8;9;12;14;1;25;16;28;17;21;37;38;0;43;45;54;59;53;57;55;75;67;74;66;68
3087;10;9;7;5;12;24;16;26;21;18;37;41;0;33;44;49;52;54;53;56;71;64;74;63;61
3088;6;2;10;14;7;16;28;27;26;30;43;33;0;35;37;55;47;50;51;54;67;65;64;74;66
3089;13;5;2;12;14;18;21;20;22;23;41;37;0;38;31;58;50;46;47;53;64;63;65;68;67
3090;12;8;7;11;2;18;25;28;26;16;33;39;0;37;34;54;52;46;53;48;72;71;65;63;75
3091;13;12;7;8;3;27;29;30;19;24;43;32;0;45;36;51;53;55;48;49;71;74;64;62;73
3092;4;14;9;7;12;27;18;21;25;30;41;38;0;42;33;48;59;53;60;50;65;67;64;75;63
3093;12;1;10;6;14;27;30;22;29;24;38;42;0;37;40;54;57;49;47;56;64;65;70;72;73
3094;13;14;15;11;10;20;24;19;27;17;43;38;0;39;35;56;52;55;53;60;68;70;64;72;65
3095;2;11;15;10;12;30;22;20;26;29;35;42;0;40;38;55;54;56;52;53;73;65;70;75;71
3096;6;1;8;3;5;23;17;26;28;24;31;37;0;32;44;47;56;49;50;54;73;65;71;69;70
3097;3;13;5;10;1;19;25;21;27;23;36;34;0;39;38;59;50;58;49;47;67;72;75;64;63
3098;3;8;10;1;11;16;28;24;18;17;39;40;0;31;32;57;53;49;50;51;62;63;67;68;64
3099;1;13;12;14;7;30;25;28;23;24;34;44;0;38;32;46;51;49;56;52;64;72;71;63;70
3100;11;5;9;2;15;29;25;22;28;17;43;34;0;45;44;56;49;59;53;54;68;61;72;71;63
3101;14;15;3;13;5;24;25;29;20;16;38;32;0;34;44;50;59;54;49;57;68;62;72;61;74
3102;2;4;5;13;8;18;30;27;22;24;31;34;0;41;37;58;51;60;50;49;62;67;66;74;72
3103;10;8;9;3;11;26;20;24;28;29;40;42;0;43;41;54;53;52;50;55;68;63;71;67;70
3104;6;4;9;11;7;17;16;23;25;20;37;31;0;36;38;58;57;56;52;50;65;73;70;67;66
3105;8;12;13;2;14;22;29;25;26;17;36;37;0;40;35;54;53;49;50;48;69;73;74;61;70
3106;9;10;1;13;2;24;19;17;16;22;45;37;0;42;41;47;46;52;54;48;75;72;71;62;68
3107;8;1;11;6;2;16;18;22;28;17;34;33;0;36;32;51;52;60;54;50;73;71;68;69;70
3108;12;1;8;11;9;22;29;19;27;26;44;35;0;39;31;54;53;47;59;46;61;68;70;65;62
3109;13;7;5;2;14;16;17;26;20;29;31;37;0;40;44;57;47;52;49;58;62;73;66;63;64
3110;12;1;5;8;2;28;17;23;30;16;43;34;0;32;41;58;48;56;57;49;72;70;69;73;67
3111;7;13;2;1;8;16;24;25;26;19;36;32;0;44;40;46;49;54;51;59;68;75;66;72;71
3112;11;6;13;3;2;19;18;17;21;28;36;31;0;32;38;56;47;51;60;50;70;75;73;68;72
3113;9;10;11;12;8;21;25;17;19;24;43;39;0;33;44;46;52;50;59;48;67;66;73;72;62
3114;1;4;14;13;15;29;19;25;18;20;41;42;0;38;35;54;57;49;58;52;66;64;62;69;73
3115;8;13;14;4;15;18;29;22;16;21;41;36;0;38;31;54;49;51;48;58;73;63;64;70;72
3116;7;5;12;1;14;16;18;21;20;26;38;43;0;33;45;51;49;57;52;47;75;64;62;72;71
3117;8;15;3;14;13;23;20;19;22;21;42;35;0;43;34;49;48;59;55;58;71;65;64;73;70
3118;9;4;6;8;11;22;30;26;18;16;45;43;0;41;39;50;58;46;54;53;65;62;70;63;75
3119;8;15;5;12;9;18;22;26;25;29;34;33;0;35;42;53;60;46;56;59;68;72;71;70;69
3120;5;3;7;6;4;17;27;22;20;18;40;42;0;43;33;55;51;50;53;49;70;68;61;66;73
3121;11;3;13;12;4;28;18;21;19;17;39;33;0;32;35;55;48;50;49;54;75;71;68;62;64
3122;8;15;14;3;5;18;30;29;27;25;32;42;0;40;43;57;55;56;48;47;68;67;74;72;70
3123;2;6;14;13;9;19;24;27;20;21;34;45;0;32;39;60;58;59;46;50;65;61;66;69;72
3124;6;4;1;7;8;16;27;30;26;18;38;40;0;36;43;56;46;58;48;59;71;69;72;67;63
3125;10;5;9;14;7;19;26;25;29;22;32;42;0;31;33;52;58;51;56;48;63;74;62;70;72
3126;15;14;8;9;2;22;24;18;23;29;43;40;0;41;33;50;51;53;58;59;75;72;68;65;69
3127;9;7;2;5;10;24;25;17;27;19;34;31;0;32;37;51;48;56;50;46;70;62;68;64;75
3128;4;12;14;13;9;19;29;18;30;22;35;42;0;33;38;54;59;52;57;55;63;69;61;66;62
3129;14;10;15;1;11;17;26;22;24;30;31;36;0;43;40;53;58;49;48;59;62;72;69;63;67
3130;11;13;1;6;12;22;17;21;29;18;41;44;0;37;33;57;51;46;59;55;63;67;64;61;70
3131;4;14;10;12;2;18;22;27;29;16;34;45;0;32;35;47;50;48;60;49;70;66;71;65;61
3132;13;5;12;15;3;29;17;23;19;16;44;39;0;40;31;54;48;51;53;50;72;62;61;74;63
3133;10;14;1;13;6;22;18;28;27;17;42;37;0;36;41;54;51;57;56;50;68;65;69;61;62
3134;12;4;15;2;14;23;28;16;29;24;43;41;0;40;37;51;50;59;46;53;73;71;68;63;70
3135;11;12;2;9;13;27;23;24;20;22;35;40;0;43;39;53;55;54;50;49;68;73;63;72;70
3136;2;14;7;9;10;22;17;21;26;20;41;44;0;38;39;60;54;55;46;56;65;72;75;67;73
3137;3;7;9;1;13;21;16;26;24;28;38;42;0;32;34;46;47;57;56;52;71;65;67;64;75
3138;12;2;7;6;8;16;19;18;21;25;42;44;0;41;34;46;59;50;53;47;71;66;68;61;70
3139;1;11;2;5;4;19;16;26;20;24;42;38;0;36;35;50;55;48;60;52;71;69;65;67;64
3140;1;10;2;9;7;17;22;27;20;21;39;43;0;36;37;55;58;46;52;57;66;68;65;73;72
3141;15;4;10;6;14;23;25;29;16;27;41;39;0;44;37;59;47;52;51;56;75;70;61;72;67
3142;12;5;11;10;2;19;23;22;25;26;39;32;0;36;31;49;51;57;59;52;69;72;67;68;64
3143;3;10;2;5;8;26;18;29;27;19;41;38;0;35;36;56;47;59;49;51;73;71;64;65;62
3144;13;4;6;5;9;29;18;23;16;20;37;44;0;36;31;48;52;58;46;49;70;72;71;69;74
3145;15;14;7;4;10;19;25;28;27;26;44;39;0;40;43;50;51;59;56;52;70;72;67;75;64
3146;11;8;3;14;2;21;25;16;18;26;35;31;0;45;36;58;50;51;56;53;71;69;65;67;72
3147;6;12;7;5;10;18;17;24;23;16;35;42;0;43;33;56;52;58;49;55;70;64;66;72;69
3148;7;6;13;12;9;28;24;16;29;20;35;44;0;43;42;55;48;58;51;56;63;72;69;66;68
3149;11;7;14;6;13;30;16;19;28;20;44;35;0;37;41;49;53;47;54;46;74;63;65;73;68
3150;7;9;11;3;8;19;21;28;16;29;36;41;0;35;34;48;54;58;50;53;63;68;72;67;74
3151;12;13;4;14;10;18;22;24;17;26;41;33;0;44;35;55;59;53;58;56;71;72;69;66;64
3152;4;9;14;11;15;30;26;29;22;17;37;42;0;39;31;59;50;54;48;58;65;70;64;67;72
3153;11;7;2;14;1;23;22;21;17;28;37;31;0;34;42;55;48;54;49;52;67;65;70;74;71
3154;12;3;10;1;9;28;20;17;18;25;38;43;0;37;39;52;46;53;54;50;73;69;61;63;68
3155;14;6;4;5;8;22;19;21;20;30;31;32;0;37;34;52;53;51;58;54;70;69;67;63;74
3156;12;10;7;3;1;29;24;20;18;23;43;38;0;44;33;58;52;47;48;46;74;65;62;64;61
3157;9;3;13;11;4;27;29;25;19;24;38;37;0;33;34;51;50;60;54;49;70;72;73;61;74
3158;2;5;11;6;8;22;28;17;24;26;34;42;0;31;35;55;53;50;59;60;64;74;65;68;66
3159;9;5;10;14;11;30;22;19;20;27;40;34;0;39;35;53;50;58;48;52;64;66;73;62;69
3160;14;6;9;12;7;27;23;24;17;22;39;41;0;32;31;46;51;55;53;59;74;71;63;61;64
3161;13;7;6;8;5;29;22;24;16;18;37;43;0;32;34;56;51;57;50;48;65;68;63;73;75
3162;1;2;7;3;4;25;30;26;20;28;44;35;0;40;36;51;54;46;50;57;68;65;67;71;70
